Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
exert	act	v	exert_v1	exert%2:34:00::	201130091	put to use; 	exert one's power or influence
exhale	act	v	exhale_v1	exhale%2:29:00::	200004127	expel air; 	Exhale when you lift the weight
exhaling	der	adj	exhaling_s1	exhaling%5:00:00:breathing:00	300267313	breathing out	
exist	act	v	be_v4	exist%2:42:00::	202526084	have an existence, be extant; 	Is there a God?
exit	act	n	way_out_n1	exit%1:06:00::	103184014	an opening that permits escape or release; 	he blocked the way out; the canyon had only one issue
expand	act	v	expand_v1	expand%2:38:00::	202018133	extend in one or more directions; 	The dough expands
expanded	state	adj	expanded_a1	expanded%3:00:01::	300526371	increased in extent or size or bulk or scope	
expected	state	adj	expected_a1	expected%3:00:00::	300887956	considered likely or probable to happen or arrive; 	prepared for the expected attack
experience	abs	n	experience_n1	experience%1:09:01::	105425067	the accumulation of knowledge or skill that results from direct participation in events or activities; 	a man of experience; experience is the best teacher
experiment	behavior	n	experiment_n1	experiment%1:04:00::	100603580	the act of conducting a controlled test or investigation	
experimentation	nom	n	experiment_n2	experimentation%1:09:00::	105463072	the testing of an idea; 	it was an experiment in living; not all experimentation is done in laboratories
explain	act	v	explain_v1	explain%2:32:00::	200908384	make palin and comprehensible; 	He explained the laws of physics to his students
explanation	nom	n	account_n6	explanation%1:10:00::	106324109	a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.; 	the explanation was very simple; I expected a brief account
explore	act	v	explore_v1	explore%2:31:00::	200627521	inquire into	
exploring	der						
expose	act	v	expose_v1	expose%2:39:02::	202050890	expose or make accessible to some action or influence; 	Expose your students to art; expose the blanket to sunshine
express	act	v	express_v1	express%2:32:01::	200912790	give expression to; 	She showed her disappointment
extend	act	v	extend_v1	extend%2:30:01::	200525869	extend in scope or range or area; 	The law was extended to all citizens; widen the range of applications; broaden your horizon; Extend your backyard
extension	nom	n	extension_n1	extension%1:28:00::	114408467	a mutually agreed delay in the date set for the completion of a job or payment of a debt; 	they applied for an extension of the loan
external	quality	adj	external_a1	external%3:00:00::	300906937	happening or arising or located outside or beyond some limits or especially surface; 	the external auditory canal; external pressures
extinct	quality	adj	extinct_a1	extinct%3:00:01::	300887571	no longer in existence; lost or especially having died out leaving no living representatives; 	an extinct species of fish; an extinct royal family; extinct laws and customs
extinction	nom	n	extinction_n1	extinction%1:26:01::	113169290	no longer in existence; 	the extinction of a species
extra	?	adj	other(a)_s2	extra%5:00:00:added:00	300050117	further or added; 	called for additional troops; need extra help; an extra pair of shoes; I have no other shoes; there are other possibilities
extreme	quality	adj	extreme_s1	extreme%5:00:00:intense:00	301460938	of the greatest possible degree or extent or intensity; 	extreme cold; extreme caution; extreme pleasure; utmost contempt; to the utmost degree; in the uttermost distress
eye	bpart	n	eye_n1	eye%1:08:00::	105005299	the organ of sight	
f	?						
face	bpart	n	face_n1	face%1:08:00::	105280660	the front of the human head from the forehead to the chin and ear to ear; 	he washed his face; I wish I had seen the look on his face when he got the news
facial	quality	adj	facial_a1	facial%3:01:00::	302742444	of or concerning the face; 	a facial massage; facial hair; facial expression
fact	abs	n	fact_n1	fact%1:09:01::	105480371	a piece of information about circumstances that exist or events that have occurred; 	first you must collect all the facts of the case
factor	?	n	factor_n1	factor%1:11:00::	106878384	anything that contributes causally to a result; 	a number of factors determined the outcome
factory	loc	n	factory_n1	factory%1:06:00::	103196165	a plant consisting of buildings with facilities for manufacturing	
fahrenheit	uofm						
failure	abs	n	failure_n1	failure%1:04:00::	100061200	an act that fails; 	his failure to pass the test
fair	val	adj	fair_a1	fair%3:00:03::	300914828	free from favoritism or self-interest or bias or deception; or conforming with established standards or rules; 	a fair referee; fair deal; on a fair footing; a fair fight; by fair means or foul
fall	time	v	fall_v1	fall%2:38:03::	201914423	descend in free fall under the influence of gravity; 	The branch fell from the tree; The unfortunate hiker fell into a crevasse
familiar	quality	adj	familiar_a1	familiar%3:00:00::	300923362	well known or easily recognized; 	a familiar figure; familiar songs; familiar guests
family	obj	n	family_n1	family%1:14:02::	107587703	a social unit living together; 	he moved his family to Virginia; It was a good Christian household; I waited until the whole house was asleep; the teacher asked how many people made up his home
far	?	r	far_r1	far%4:02:02::	400102417	to a considerable degree; very much; 	a far far better thing that I do; felt far worse than yesterday; eyes far too close together
farm	loc	n	farm_n1	farm%1:06:00::	103200845	workplace consisting of farm buildings and cultivated land as a unit; 	it takes several people to work the farm
farmer	human	n	farmer_n1	farmer%1:18:00::	109432387	a person who operates a farm	
fast	quality	adj	fast_a1	fast%3:00:01::	300933364	acting or moving or capable of acting or moving quickly; 	fast film; on the fast track in school; set a fast pace; a fast car
faster	comp	r	faster_r1	faster%4:02:01::	400087535	more quickly	
fat	val	adj	fat_a1	fat%3:00:01::	300942708	having much flesh (especially fat); 	he hadn't remembered how fat she was
father	human	n	father_n1	father%1:18:00::	109434163	a male parent (also used as a term of address to your father); 	his father was born in Atlanta
feather	bpart	n	feather_n1	feather%1:05:00::	101814918	the light horny waterproof structure forming the external covering of birds	
feature	?	n	feature_n1	feature%1:09:00::	105511351	a prominent aspect of something; 	the map showed roads and other features; generosity is one of his best characteristics
fecal	quality	adj	fecal_s1	fecal%5:00:00:dirty:01	300396793	foul with waste matter; of or relating to feces	
feed	act	v	feed_v1	feed%2:34:04::	201145902	provide as food; 	Feed the guests the nuts
feeding	der	n	feeding_n1	feeding%1:04:00::	100787723	the act of consuming food	
feel	act	v	feel_v1	feel%2:37:00::	201720480	undergo an emotional sensation; 	She felt resentful; He felt regret
feels	der						
feet	bpart						
female	quality	n	female_n1	female%1:05:00::	101247567	an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa)	
fertilization	nom	n	fecundation_n1	fertilization%1:11:00::	106981957	creation by the physical union of male and female gametes; of sperm and ova in an animal or pollen and ovule in a plant	
fertilize	act	v	fertilize_v1	fertilize%2:30:00::	200489302	provide with fertilizers or add nutrients to; 	We should fertilize soil if we want to grow healthy plants
few	?	adj	few_a1	few%3:00:00::	301501497	a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number; 	a few weeks ago; a few more wagons than usual; an invalid's pleasures are few and far between; few roses were still blooming; few women have led troops in battle
fiction	?	n	fiction_n1	fiction%1:10:00::	105971782	a literary work based on the imagination and not necessarily on fact	
field	obj	n	field_n1	field%1:15:00::	108045992	a piece of land cleared of trees and usually enclosed; 	he planted a field of wheat
fight	act	n	fight_n1	fight%1:04:02::	101105937	the act of fighting; any contest or struggle; 	a fight broke out at the hockey game; there was fighting in the streets; the unhappy couple got into a terrible scrap
filings	? what does this even mean?						
filled	state	adj	filled_s1	filled%5:00:01:full:00	301039008	(usually followed by `with' or used as a combining form) generously supplied with; 	theirs was a house filled with laughter; a large hall filled with rows of desks; fog-filled air
fin	bpart	v	fin_v1	fin%2:40:00::	202161541	equip (a car) with fins	
find	act	v	find_v1	find%2:40:02::	202183569	come upon, as if by accident; meet with; 	We find this idea in Plato; I happened upon the most wonderful bakery not very far from here; She chanced upon an interesting book in the bookstore the other day
finding	der	n	finding_n1	finding%1:04:00::	100142724	the act of determining the properties of something	
finger	bpart	n	finger_n1	finger%1:08:00::	105247839	any of the terminal members of the hand (sometimes excepting the thumb); 	her fingers were long and thin
fingerprint	?	n	fingerprint_n1	fingerprint%1:10:01::	106234543	biometric identification from a print made by an impression of the ridges in the skin of a finger; often used as evidence in criminal investigations	
